patient_image,center,gt_normal,gt_tumor,normal,tumor
data/train/patch_patient_016_node_1_x_17120_y_16928.png,0,1,0,1.0,0.0
data/train/patch_patient_009_node_1_x_11072_y_29664.png,0,1,0,1.0,1.5761761764300144e-30
data/train/patch_patient_089_node_3_x_31808_y_4512.png,4,1,0,0.9999715252433816,2.8474756618379615e-05
data/train/patch_patient_087_node_0_x_35680_y_5248.png,4,1,0,1.0,8.212276909525162e-20
data/train/patch_patient_099_node_4_x_20384_y_2912.png,4,0,1,0.9999999999999999,1.4783263381451344e-16
data/train/patch_patient_099_node_4_x_21280_y_2336.png,4,0,1,0.9999033166604931,9.668333950685337e-05
data/train/patch_patient_087_node_0_x_4544_y_10560.png,4,1,0,1.0,0.0
data/train/patch_patient_092_node_1_x_31968_y_17952.png,4,0,1,0.9999999106643855,8.933561446156091e-08
data/train/patch_patient_087_node_0_x_39392_y_11648.png,4,1,0,0.0,1.0
data/train/patch_patient_088_node_1_x_960_y_5664.png,4,1,0,0.0,1.0
data/train/patch_patient_099_node_4_x_18496_y_4096.png,4,0,1,0.9999999383391085,6.166089150383414e-08
data/train/patch_patient_010_node_4_x_15648_y_26208.png,0,1,0,0.999998945134621,1.0548653790465323e-06
data/train/patch_patient_096_node_0_x_34944_y_9664.png,4,0,1,0.9999999999999996,4.74999242040385e-16
data/train/patch_patient_092_node_1_x_32288_y_16800.png,4,0,1,0.9999999955018892,4.4981107727437575e-09
data/train/patch_patient_015_node_1_x_13248_y_29856.png,0,1,0,1.0,1.1286804891909378e-35
data/train/patch_patient_015_node_1_x_5696_y_35296.png,0,1,0,1.0,6.129195640879575e-32
data/train/patch_patient_012_node_0_x_3584_y_25376.png,0,0,1,1.0,3.4751591259348194e-29
data/train/patch_patient_099_node_4_x_18720_y_5024.png,4,0,1,0.9999999999944397,5.560374209678809e-12
data/train/patch_patient_099_node_4_x_20160_y_5440.png,4,0,1,1.0,7.116955945856217e-27
data/train/patch_patient_004_node_4_x_15232_y_19808.png,0,1,0,0.0,1.0
data/train/patch_patient_099_node_4_x_7808_y_13248.png,4,1,0,1.0,9.16883903888611e-19
data/train/patch_patient_099_node_4_x_20224_y_5120.png,4,0,1,0.9999999987787883,1.221211687330026e-09
data/train/patch_patient_010_node_4_x_16640_y_23424.png,0,1,0,0.9999999999958832,4.116795012526486e-12
data/train/patch_patient_088_node_1_x_23008_y_10080.png,4,1,0,0.9985074164578691,0.0014925835421308875
data/train/patch_patient_004_node_4_x_12704_y_29824.png,0,1,0,1.0,1.1190659327892057e-17
data/train/patch_patient_096_node_0_x_26112_y_9792.png,4,0,1,1.0,6.332298036071441e-26
data/train/patch_patient_099_node_4_x_19424_y_1920.png,4,0,1,1.0,4.463055118643418e-24
data/train/patch_patient_015_node_1_x_10688_y_36544.png,0,0,1,1.0,2.1388822689089913e-17
data/train/patch_patient_012_node_0_x_5664_y_24512.png,0,0,1,1.0,1.8533743046274214e-38
data/train/patch_patient_015_node_1_x_14208_y_30688.png,0,1,0,0.9999999999936694,6.330604009757712e-12
data/train/patch_patient_015_node_1_x_17760_y_28832.png,0,1,0,1.0,1.7102279697021211e-19
data/train/patch_patient_010_node_4_x_16864_y_24544.png,0,0,1,1.0,0.0
data/train/patch_patient_096_node_0_x_20736_y_6976.png,4,0,1,1.0967254638671875e-05,0.9999890327453613
data/train/patch_patient_004_node_4_x_8224_y_21088.png,0,1,0,0.9999928588690636,7.141130936361151e-06
data/train/patch_patient_009_node_1_x_6784_y_24672.png,0,1,0,1.0,4.00021526920983e-31
data/train/patch_patient_099_node_4_x_19840_y_4864.png,4,0,1,0.00040096044540405273,0.999599039554596
data/train/patch_patient_015_node_1_x_13152_y_30016.png,0,1,0,1.0,1.0122723224810288e-26
data/train/patch_patient_099_node_4_x_24928_y_11584.png,4,1,0,0.0,1.0
data/train/patch_patient_009_node_1_x_8448_y_30816.png,0,1,0,0.999817280244315,0.0001827197556849569
data/train/patch_patient_004_node_4_x_10112_y_17568.png,0,1,0,0.5365990698337555,0.4634009301662445
data/train/patch_patient_099_node_4_x_21024_y_4928.png,4,0,1,0.24681085348129272,0.7531891465187073
data/train/patch_patient_015_node_1_x_9696_y_33984.png,0,1,0,1.0,0.0
data/train/patch_patient_092_node_1_x_32096_y_17472.png,4,0,1,1.0,4.927782501906547e-18
data/train/patch_patient_012_node_0_x_5824_y_24224.png,0,0,1,1.0,2.0921770080197995e-22
data/train/patch_patient_087_node_0_x_5248_y_4800.png,4,1,0,1.0,6.686575873883487e-20
data/train/patch_patient_015_node_1_x_12896_y_30496.png,0,1,0,1.0,4.0549203894981377e-26
data/train/patch_patient_004_node_4_x_14336_y_25248.png,0,1,0,1.0,0.0
data/train/patch_patient_099_node_4_x_20352_y_3232.png,4,0,1,4.76837158203125e-07,0.9999995231628418
data/train/patch_patient_009_node_1_x_16576_y_36000.png,0,1,0,0.0,1.0
data/train/patch_patient_015_node_1_x_5280_y_34592.png,0,1,0,1.0,2.2912895212900624e-19
data/train/patch_patient_092_node_1_x_28320_y_2144.png,4,1,0,2.7418136596679688e-06,0.9999972581863403
data/train/patch_patient_087_node_0_x_33504_y_8800.png,4,1,0,0.9999999987268885,1.2731115051067832e-09
data/train/patch_patient_012_node_0_x_4896_y_24000.png,0,0,1,1.0,5.1188637197433896e-34
data/train/patch_patient_088_node_1_x_11328_y_8384.png,4,1,0,0.999999999999896,1.0408028470109895e-13
data/train/patch_patient_015_node_1_x_5120_y_36032.png,0,1,0,1.0,3.5966089703102322e-22
data/train/patch_patient_087_node_0_x_6976_y_6240.png,4,1,0,0.0,1.0
data/train/patch_patient_012_node_0_x_2944_y_24288.png,0,0,1,0.9999999999999999,7.813207929508018e-17
data/train/patch_patient_010_node_4_x_16064_y_27136.png,0,1,0,1.0,0.0
data/train/patch_patient_012_node_0_x_6592_y_26624.png,0,0,1,0.00022917985916137695,0.9997708201408386
data/train/patch_patient_088_node_1_x_19648_y_4000.png,4,1,0,0.0017827153205871582,0.9982172846794128
data/train/patch_patient_010_node_4_x_12992_y_15648.png,0,1,0,0.9999986468588986,1.3531411013900652e-06
data/train/patch_patient_087_node_0_x_39840_y_13344.png,4,1,0,0.9999999999994228,5.772131362290212e-13
data/train/patch_patient_099_node_4_x_19264_y_4960.png,4,0,1,0.999999999999994,6.011661759624523e-15
data/train/patch_patient_088_node_1_x_20032_y_5888.png,4,1,0,0.6180791854858398,0.38192081451416016
data/train/patch_patient_099_node_4_x_8576_y_8864.png,4,1,0,0.99999999999989,1.100496375885246e-13
data/train/patch_patient_089_node_3_x_32320_y_4256.png,4,1,0,0.0,1.0
data/train/patch_patient_012_node_0_x_6144_y_26656.png,0,0,1,1.0,2.087325523045239e-19
data/train/patch_patient_010_node_4_x_16768_y_24256.png,0,1,0,1.0,3.578744311523716e-17
data/train/patch_patient_012_node_0_x_5152_y_24032.png,0,0,1,0.9998526566341752,0.00014734336582478136
data/train/patch_patient_004_node_4_x_7232_y_22016.png,0,1,0,1.0,2.1553239994078307e-29
data/train/patch_patient_099_node_4_x_8256_y_9344.png,4,1,0,0.9999999999999739,2.6114066421431548e-14
data/train/patch_patient_004_node_4_x_11776_y_18752.png,0,1,0,0.674530029296875,0.325469970703125
data/train/patch_patient_087_node_0_x_10112_y_5184.png,4,1,0,1.0,1.4875195461350649e-30
data/train/patch_patient_017_node_1_x_16000_y_30400.png,0,1,0,1.0,3.8252241271803193e-31
data/train/patch_patient_087_node_0_x_11712_y_2656.png,4,1,0,0.9997495488205459,0.0002504511794541031
data/train/patch_patient_015_node_1_x_8672_y_40128.png,0,1,0,8.344650268554688e-07,0.9999991655349731
data/train/patch_patient_087_node_0_x_32512_y_8672.png,4,1,0,0.026446402072906494,0.9735535979270935
data/train/patch_patient_088_node_1_x_19200_y_9568.png,4,1,0,1.0,1.3499306407103004e-29
data/train/patch_patient_015_node_1_x_9248_y_35936.png,0,0,1,0.9999999980911249,1.9088750580209535e-09
data/train/patch_patient_017_node_1_x_16832_y_28192.png,0,1,0,1.0,2.0047200935216142e-35
data/train/patch_patient_099_node_4_x_16448_y_5088.png,4,1,0,1.0,3.702641178614161e-25
data/train/patch_patient_099_node_4_x_19648_y_2336.png,4,0,1,0.9999999999999989,1.0838305367798966e-15
data/train/patch_patient_099_node_4_x_21536_y_7584.png,4,1,0,0.9999550721367996,4.4927863200427964e-05
data/train/patch_patient_004_node_4_x_14112_y_28448.png,0,1,0,1.0,2.068911267688284e-18
data/train/patch_patient_088_node_1_x_5664_y_19232.png,4,1,0,0.6060846447944641,0.3939153552055359
data/train/patch_patient_099_node_4_x_20256_y_2528.png,4,0,1,1.0,9.868803577413233e-31
data/train/patch_patient_099_node_4_x_19616_y_2912.png,4,0,1,0.999999999999786,2.140600657883976e-13
data/train/patch_patient_015_node_1_x_6624_y_37440.png,0,1,0,1.0,3.204179826261836e-21
data/train/patch_patient_099_node_4_x_21376_y_3328.png,4,0,1,0.9999999999999857,1.4358756832187972e-14
data/train/patch_patient_010_node_4_x_8416_y_25088.png,0,1,0,0.9999999999999998,1.9042137099312085e-16
data/train/patch_patient_087_node_0_x_7776_y_9696.png,4,1,0,0.0,1.0
data/train/patch_patient_087_node_0_x_7840_y_7968.png,4,1,0,1.0,8.021344107855345e-18
data/train/patch_patient_009_node_1_x_9696_y_37504.png,0,1,0,0.9999893951589911,1.0604841008898802e-05
data/train/patch_patient_092_node_1_x_31552_y_17760.png,4,0,1,9.5367431640625e-07,0.9999990463256836
data/train/patch_patient_089_node_3_x_23776_y_5120.png,4,1,0,1.0,2.0207456325909572e-26
data/train/patch_patient_009_node_1_x_6624_y_27488.png,0,1,0,1.0,3.946710867410345e-23
data/train/patch_patient_087_node_0_x_29600_y_9440.png,4,1,0,1.0,4.349438559021966e-23
data/train/patch_patient_087_node_0_x_11616_y_6848.png,4,1,0,1.0,9.169200880674311e-24
data/train/patch_patient_089_node_3_x_27424_y_4928.png,4,1,0,1.0,2.233126736571051e-21
data/train/patch_patient_099_node_4_x_19072_y_2112.png,4,0,1,0.9999999999999993,7.040925904546705e-16
data/train/patch_patient_089_node_3_x_33600_y_4896.png,4,1,0,0.9999999999999996,4.345987615414498e-16
data/train/patch_patient_099_node_4_x_20288_y_4160.png,4,0,1,0.9999998539581156,1.460418843635125e-07
data/train/patch_patient_009_node_1_x_7456_y_28480.png,0,1,0,1.0,0.0
data/train/patch_patient_088_node_1_x_11712_y_9888.png,4,1,0,1.0,3.616289351501747e-33
data/train/patch_patient_099_node_4_x_12160_y_10880.png,4,1,0,1.0,0.0
data/train/patch_patient_099_node_4_x_9440_y_10720.png,4,1,0,0.34199613332748413,0.6580038666725159
data/train/patch_patient_087_node_0_x_28160_y_9504.png,4,1,0,1.0,1.913541081085966e-24
data/train/patch_patient_004_node_4_x_8416_y_25440.png,0,1,0,1.0,8.465782099632075e-22
data/train/patch_patient_088_node_1_x_10944_y_14816.png,4,1,0,1.0,1.1693417726723135e-22
data/train/patch_patient_004_node_4_x_10304_y_21568.png,0,1,0,1.0,0.0
data/train/patch_patient_099_node_4_x_20320_y_1856.png,4,0,1,0.9999999996362112,3.637888323915206e-10
data/train/patch_patient_010_node_4_x_19072_y_17472.png,0,0,1,1.0,5.691288233648921e-39
data/train/patch_patient_087_node_0_x_37152_y_14336.png,4,1,0,0.9999973242543092,2.675745690794429e-06
data/train/patch_patient_099_node_4_x_18592_y_4416.png,4,0,1,0.999999999999997,2.9625885773055085e-15
data/train/patch_patient_099_node_4_x_8960_y_11104.png,4,1,0,1.0,2.0735235342291067e-35
data/train/patch_patient_017_node_1_x_9696_y_19072.png,0,1,0,0.9999999999999997,3.666521343230944e-16
data/train/patch_patient_087_node_0_x_14816_y_5024.png,4,1,0,0.9999999998409259,1.5907405948034636e-10
data/train/patch_patient_087_node_0_x_32384_y_7776.png,4,1,0,0.9999999977571956,2.2428043866540293e-09
data/train/patch_patient_010_node_4_x_5856_y_19584.png,0,1,0,0.9999999999689129,3.1087188379075315e-11
data/train/patch_patient_088_node_1_x_28320_y_9728.png,4,1,0,0.9999981757786145,1.824221385504643e-06
data/train/patch_patient_016_node_1_x_12320_y_32000.png,0,1,0,0.5774105787277222,0.42258942127227783
data/train/patch_patient_015_node_1_x_7360_y_32384.png,0,1,0,1.0,2.1458386084542985e-23
data/train/patch_patient_099_node_4_x_21184_y_4128.png,4,0,1,1.0,1.6025183908201978e-23
data/train/patch_patient_092_node_1_x_27744_y_4416.png,4,1,0,0.9999999999998285,1.7152051263666368e-13
data/train/patch_patient_015_node_1_x_8832_y_36160.png,0,0,1,0.9998069923021831,0.00019300769781693816
data/train/patch_patient_017_node_1_x_17504_y_18400.png,0,1,0,1.0,7.430227792518691e-33
data/train/patch_patient_088_node_1_x_30144_y_12736.png,4,1,0,1.0,8.741560961423375e-19
data/train/patch_patient_099_node_4_x_20000_y_2976.png,4,0,1,0.9999950144388094,4.98556119055138e-06
data/train/patch_patient_004_node_4_x_2656_y_19680.png,0,1,0,1.0,5.476839686709383e-28
data/train/patch_patient_092_node_1_x_30624_y_7744.png,4,1,0,0.9999999999999715,2.8522377602119287e-14
data/train/patch_patient_089_node_3_x_25248_y_5984.png,4,1,0,0.9942366094328463,0.005763390567153692
data/train/patch_patient_087_node_0_x_16064_y_1888.png,4,1,0,0.9999997700746661,2.2992533388332959e-07
data/train/patch_patient_012_node_0_x_3712_y_25312.png,0,0,1,0.13383400440216064,0.8661659955978394
data/train/patch_patient_004_node_4_x_5504_y_20544.png,0,1,0,6.175041198730469e-05,0.9999382495880127
data/train/patch_patient_087_node_0_x_4512_y_11744.png,4,1,0,0.0,1.0
data/train/patch_patient_012_node_0_x_6112_y_25120.png,0,0,1,0.9999999999999999,7.300484328156209e-17
data/train/patch_patient_004_node_4_x_9440_y_26592.png,0,1,0,1.0,4.689902111427334e-27
data/train/patch_patient_099_node_4_x_19008_y_4960.png,4,0,1,0.999995631895672,4.368104328023037e-06
data/train/patch_patient_099_node_4_x_21536_y_2496.png,4,0,1,1.0,9.344666989591489e-38
data/train/patch_patient_012_node_0_x_2688_y_26208.png,0,0,1,1.0,1.1662798305105686e-17
data/train/patch_patient_099_node_4_x_8768_y_9920.png,4,1,0,0.9915098566561937,0.008490143343806267
data/train/patch_patient_099_node_4_x_19328_y_2624.png,4,0,1,1.0,4.217416335458258e-18
data/train/patch_patient_009_node_1_x_11456_y_27360.png,0,1,0,1.0,4.21154940015711e-25
data/train/patch_patient_004_node_4_x_8896_y_24768.png,0,1,0,0.9958321964368224,0.004167803563177586
data/train/patch_patient_099_node_4_x_19808_y_3136.png,4,0,1,0.9999999999999915,8.51062621797568e-15
data/train/patch_patient_087_node_0_x_5440_y_7392.png,4,1,0,1.0,1.2722985440517694e-31
data/train/patch_patient_099_node_4_x_17024_y_11872.png,4,1,0,1.0,8.110252258902415e-21
data/train/patch_patient_010_node_4_x_7584_y_20224.png,0,1,0,0.0,1.0
data/train/patch_patient_099_node_4_x_20000_y_2432.png,4,0,1,0.9999961660205372,3.833979462797288e-06
data/train/patch_patient_016_node_1_x_13632_y_30752.png,0,1,0,0.9999999999999394,6.057578483958936e-14
data/train/patch_patient_004_node_4_x_16704_y_19744.png,0,1,0,1.0,1.0510647473046959e-32
data/train/patch_patient_092_node_1_x_33280_y_18304.png,4,0,1,0.013732075691223145,0.9862679243087769
data/train/patch_patient_009_node_1_x_11136_y_27232.png,0,1,0,1.0,3.150475084602152e-21
data/train/patch_patient_009_node_1_x_11392_y_44448.png,0,1,0,0.3085188865661621,0.6914811134338379
data/train/patch_patient_010_node_4_x_16448_y_23712.png,0,1,0,1.0,0.0
data/train/patch_patient_099_node_4_x_20000_y_4736.png,4,0,1,0.992774864193052,0.0072251358069479465
data/train/patch_patient_099_node_4_x_21088_y_4864.png,4,0,1,1.0,8.60362639418175e-37
data/train/patch_patient_010_node_4_x_18976_y_16512.png,0,0,1,0.9999999999999848,1.5252085212207403e-14
data/train/patch_patient_012_node_0_x_6304_y_24864.png,0,0,1,1.0,2.486674829661686e-29
data/train/patch_patient_099_node_4_x_19776_y_2112.png,4,0,1,1.0,3.6795054906377425e-26
data/train/patch_patient_099_node_4_x_12288_y_10976.png,4,1,0,0.9885491151362658,0.011450884863734245
data/train/patch_patient_010_node_4_x_18848_y_15776.png,0,0,1,0.4880237579345703,0.5119762420654297
data/train/patch_patient_087_node_0_x_40192_y_4064.png,4,1,0,0.0,1.0
data/train/patch_patient_004_node_4_x_7776_y_20288.png,0,1,0,0.9999999999999972,2.7785223886365182e-15
data/train/patch_patient_010_node_4_x_8416_y_24768.png,0,1,0,0.9999999999999799,2.0040611490722456e-14
data/train/patch_patient_015_node_1_x_14688_y_31456.png,0,1,0,0.0,1.0
data/train/patch_patient_004_node_4_x_4000_y_17632.png,0,1,0,1.0,1.7864214370807588e-17
data/train/patch_patient_099_node_4_x_19680_y_3296.png,4,0,1,1.0,2.1946669865897393e-29
data/train/patch_patient_099_node_4_x_6528_y_17280.png,4,1,0,0.9999999996649885,3.350114630151779e-10
data/train/patch_patient_099_node_4_x_19264_y_3520.png,4,0,1,1.0,7.862319220236313e-35
data/train/patch_patient_092_node_1_x_33408_y_17984.png,4,0,1,2.384185791015625e-07,0.9999997615814209
data/train/patch_patient_009_node_1_x_8544_y_29024.png,0,1,0,0.58175989985466,0.41824010014533997
data/train/patch_patient_009_node_1_x_10400_y_39552.png,0,1,0,1.0,2.602799225122415e-25
data/train/patch_patient_010_node_4_x_16416_y_15840.png,0,1,0,1.0,8.607211070094911e-28
data/train/patch_patient_009_node_1_x_13856_y_37248.png,0,1,0,0.0037160515785217285,0.9962839484214783
data/train/patch_patient_015_node_1_x_15072_y_29952.png,0,1,0,1.0,9.162251110762623e-22
data/train/patch_patient_015_node_1_x_8960_y_36032.png,0,0,1,0.9999999999999272,7.288586373983483e-14
data/train/patch_patient_016_node_1_x_17568_y_34208.png,0,1,0,1.0,0.0
data/train/patch_patient_012_node_0_x_5664_y_25152.png,0,0,1,0.9999999999042197,9.578030729651132e-11
data/train/patch_patient_004_node_4_x_3808_y_22464.png,0,1,0,0.9999999998783105,1.216895612055069e-10
data/train/patch_patient_087_node_0_x_42272_y_13664.png,4,1,0,0.9944100142456591,0.005589985754340887
data/train/patch_patient_010_node_4_x_17664_y_15488.png,0,0,1,1.0,6.648879761805791e-28
data/train/patch_patient_010_node_4_x_19136_y_18304.png,0,1,0,0.9999999842403753,1.5759624716338294e-08
data/train/patch_patient_016_node_1_x_15456_y_32992.png,0,1,0,1.0,2.1491016507767247e-28
data/train/patch_patient_010_node_4_x_15424_y_24288.png,0,1,0,1.0,0.0
data/train/patch_patient_099_node_4_x_18816_y_3840.png,4,0,1,0.9999999999976239,2.3761147129736093e-12
data/train/patch_patient_087_node_0_x_14912_y_14528.png,4,1,0,0.9999999999998714,1.2853279096440573e-13
data/train/patch_patient_009_node_1_x_12960_y_36128.png,0,0,1,1.0,8.379298892366396e-20
data/train/patch_patient_088_node_1_x_5248_y_16928.png,4,1,0,1.0,0.0
data/train/patch_patient_012_node_0_x_2560_y_25216.png,0,0,1,0.9999999999999992,7.602666508462733e-16
data/train/patch_patient_016_node_1_x_6560_y_26720.png,0,1,0,0.9999999999915068,8.493190525871164e-12
data/train/patch_patient_088_node_1_x_22176_y_11488.png,4,1,0,0.9999974017359818,2.5982640181609895e-06
data/train/patch_patient_012_node_0_x_4096_y_23840.png,0,0,1,0.9999999999982534,1.7465485438114547e-12
data/train/patch_patient_099_node_4_x_19456_y_4256.png,4,0,1,0.0,1.0
data/train/patch_patient_087_node_0_x_10432_y_2688.png,4,1,0,0.4871431589126587,0.5128568410873413
data/train/patch_patient_016_node_1_x_6432_y_26176.png,0,1,0,1.0,2.8465882060854938e-27
data/train/patch_patient_087_node_0_x_38080_y_15168.png,4,1,0,0.9999999951191252,4.880874815427205e-09
data/train/patch_patient_010_node_4_x_19072_y_16288.png,0,0,1,1.0,3.0523906187583193e-22
data/train/patch_patient_099_node_4_x_20320_y_4800.png,4,0,1,0.9999999999999996,4.2996342667715986e-16
data/train/patch_patient_017_node_1_x_14880_y_31584.png,0,1,0,1.0,8.693875182771816e-26
data/train/patch_patient_015_node_1_x_8352_y_36608.png,0,0,1,0.9999999998357041,1.6429586857658052e-10
data/train/patch_patient_096_node_0_x_35456_y_11584.png,4,0,1,1.0,4.899393121910879e-30
data/train/patch_patient_089_node_3_x_34400_y_7488.png,4,1,0,0.9999999999998603,1.3971781359905372e-13
data/train/patch_patient_099_node_4_x_22816_y_16160.png,4,1,0,0.9994412580854259,0.0005587419145740569
data/train/patch_patient_015_node_1_x_8064_y_31840.png,0,1,0,0.9960475899279118,0.003952410072088242
data/train/patch_patient_015_node_1_x_13408_y_34208.png,0,1,0,1.0,0.0
data/train/patch_patient_015_node_1_x_8736_y_36960.png,0,0,1,0.999732369731646,0.00026763026835396886
data/train/patch_patient_092_node_1_x_31840_y_10048.png,4,1,0,1.0,1.7746285040333493e-19
data/train/patch_patient_099_node_4_x_19840_y_2560.png,4,0,1,0.9999999998995266,1.0047344206620679e-10
data/train/patch_patient_099_node_4_x_19904_y_2816.png,4,0,1,0.9999834795144125,1.6520485587534495e-05
data/train/patch_patient_015_node_1_x_11616_y_33600.png,0,1,0,0.9954727631993592,0.0045272368006408215
data/train/patch_patient_015_node_1_x_7968_y_36704.png,0,0,1,8.654594421386719e-05,0.9999134540557861
data/train/patch_patient_099_node_4_x_19840_y_1440.png,4,0,1,0.9999388882570202,6.11117429798469e-05
data/train/patch_patient_010_node_4_x_15456_y_25280.png,0,1,0,1.0,4.8495705070381266e-18
data/train/patch_patient_017_node_1_x_17216_y_19584.png,0,1,0,0.9999999999844701,1.5529926303270436e-11
data/train/patch_patient_099_node_4_x_23232_y_11904.png,4,1,0,0.9999999999517875,4.8212555475712904e-11
data/train/patch_patient_099_node_4_x_12576_y_9376.png,4,1,0,1.1920928955078125e-07,0.9999998807907104
data/train/patch_patient_088_node_1_x_22848_y_4064.png,4,1,0,0.9999999999999579,4.2116372103153873e-14
data/train/patch_patient_087_node_0_x_14848_y_7008.png,4,1,0,0.0,1.0
data/train/patch_patient_099_node_4_x_20672_y_3904.png,4,0,1,0.9999999999999999,1.34529226989166e-16
data/train/patch_patient_087_node_0_x_16864_y_12704.png,4,1,0,1.0,0.0
data/train/patch_patient_099_node_4_x_20768_y_2848.png,4,0,1,1.0,1.785213413744538e-27
data/train/patch_patient_099_node_4_x_2752_y_11360.png,4,1,0,0.9999999999989977,1.0022967698863905e-12
data/train/patch_patient_004_node_4_x_7200_y_18976.png,0,1,0,0.9992441896465607,0.0007558103534393013
data/train/patch_patient_096_node_0_x_27136_y_4384.png,4,1,0,0.999997650123305,2.3498766950069694e-06
data/train/patch_patient_099_node_4_x_19296_y_4544.png,4,0,1,3.2186508178710938e-06,0.9999967813491821
data/train/patch_patient_088_node_1_x_7392_y_4256.png,4,1,0,0.0930061936378479,0.9069938063621521
data/train/patch_patient_017_node_1_x_11680_y_24608.png,0,1,0,1.0,2.143972626620132e-31
data/train/patch_patient_099_node_4_x_20160_y_1472.png,4,0,1,0.9999999999999999,6.773669539633436e-17
data/train/patch_patient_096_node_0_x_36256_y_1920.png,4,1,0,0.9999999999999981,1.850125362293101e-15
data/train/patch_patient_009_node_1_x_13984_y_41824.png,0,1,0,0.9999999999559306,4.4069425192416745e-11
data/train/patch_patient_096_node_0_x_39232_y_8608.png,4,0,1,0.9999999999999479,5.206771835518029e-14
data/train/patch_patient_089_node_3_x_27072_y_4608.png,4,1,0,0.9999999999998901,1.0993760562278895e-13
data/train/patch_patient_099_node_4_x_20896_y_4160.png,4,0,1,1.0,1.1354622241731705e-17
data/train/patch_patient_099_node_4_x_18144_y_10848.png,4,1,0,0.9999992172707834,7.827292165529798e-07
data/train/patch_patient_099_node_4_x_18464_y_4256.png,4,0,1,0.9999159520375542,8.404796244576573e-05
data/train/patch_patient_087_node_0_x_39136_y_13888.png,4,1,0,0.0006417632102966309,0.9993582367897034
data/train/patch_patient_004_node_4_x_12288_y_19392.png,0,1,0,0.9999907548835836,9.245116416423116e-06
data/train/patch_patient_088_node_1_x_22624_y_10560.png,4,1,0,1.0,0.0
data/train/patch_patient_099_node_4_x_21216_y_12672.png,4,1,0,0.9999574001703877,4.25998296122998e-05
data/train/patch_patient_099_node_4_x_20768_y_1344.png,4,0,1,0.9992006167303771,0.0007993832696229219
data/train/patch_patient_010_node_4_x_13536_y_15328.png,0,1,0,0.0,1.0
data/train/patch_patient_087_node_0_x_40160_y_3232.png,4,1,0,0.999987997599419,1.2002400580968242e-05
data/train/patch_patient_099_node_4_x_21600_y_14976.png,4,1,0,0.7428317666053772,0.2571682333946228
data/train/patch_patient_009_node_1_x_6688_y_28704.png,0,1,0,0.9999998663089258,1.3369107421112858e-07
data/train/patch_patient_009_node_1_x_6944_y_28352.png,0,1,0,1.0,1.0378363461908473e-26
data/train/patch_patient_015_node_1_x_10432_y_37184.png,0,0,1,1.0,2.7022486096588977e-21
data/train/patch_patient_015_node_1_x_9376_y_35968.png,0,0,1,0.0002600550651550293,0.999739944934845
data/train/patch_patient_089_node_3_x_24480_y_9696.png,4,1,0,0.9999999999999984,1.602818423232684e-15
data/train/patch_patient_015_node_1_x_10208_y_36992.png,0,0,1,1.0,2.6212698100317423e-27
data/train/patch_patient_012_node_0_x_3104_y_24896.png,0,0,1,1.0,4.634217410055774e-28
data/train/patch_patient_088_node_1_x_4288_y_18016.png,4,1,0,1.0,1.1810525175710476e-20
data/train/patch_patient_004_node_4_x_18080_y_20640.png,0,1,0,0.0,1.0
data/train/patch_patient_015_node_1_x_10464_y_36576.png,0,0,1,0.9999999999999634,3.662268920198372e-14
data/train/patch_patient_010_node_4_x_18752_y_16576.png,0,0,1,1.0,3.6171169729931226e-33
data/train/patch_patient_087_node_0_x_38624_y_5824.png,4,1,0,0.9999999999999999,1.0297650193266957e-16
data/train/patch_patient_087_node_0_x_8352_y_8640.png,4,1,0,0.9998011307325214,0.00019886926747858524
data/train/patch_patient_016_node_1_x_12384_y_22336.png,0,1,0,0.9999999980359175,1.964082452232674e-09
data/train/patch_patient_009_node_1_x_7424_y_27424.png,0,1,0,0.9999999999995819,4.181112379063323e-13
data/train/patch_patient_004_node_4_x_15520_y_27616.png,0,1,0,0.999999958613575,4.1386424953770984e-08
data/train/patch_patient_088_node_1_x_15488_y_8224.png,4,1,0,1.0,0.0
data/train/patch_patient_088_node_1_x_10880_y_8384.png,4,1,0,0.9999999999998415,1.5849021856202683e-13
data/train/patch_patient_087_node_0_x_38432_y_12288.png,4,1,0,0.4537327289581299,0.5462672710418701
data/train/patch_patient_088_node_1_x_12160_y_9472.png,4,1,0,0.9032188579440117,0.09678114205598831
data/train/patch_patient_015_node_1_x_8832_y_37504.png,0,0,1,1.0,2.827768673485123e-26
data/train/patch_patient_015_node_1_x_9056_y_36576.png,0,0,1,0.9999905749691607,9.425030839338433e-06
data/train/patch_patient_015_node_1_x_8832_y_37696.png,0,0,1,0.9999999995218505,4.781494644667816e-10
data/train/patch_patient_087_node_0_x_13504_y_13280.png,4,1,0,0.9999881590747464,1.184092525363667e-05
data/train/patch_patient_099_node_4_x_19776_y_1696.png,4,0,1,0.9998313761898316,0.0001686238101683557
data/train/patch_patient_015_node_1_x_9056_y_37472.png,0,0,1,1.0,1.335297659856151e-22
data/train/patch_patient_087_node_0_x_8608_y_10016.png,4,1,0,0.0,1.0
data/train/patch_patient_012_node_0_x_14784_y_21440.png,0,1,0,0.9999999999978783,2.1217732432132763e-12
data/train/patch_patient_087_node_0_x_41600_y_3840.png,4,1,0,1.0,7.844189283602149e-29
data/train/patch_patient_087_node_0_x_38784_y_12768.png,4,1,0,0.0,1.0
