image,objects_detected,label
data/train/images/2008_006335.jpg,"[[11, 0.9864181, 31, 41, 370, 327]]","[[11, 1, 34, 24, 441, 355]]"
data/train/images/2008_006376.jpg,"[[2, 0.99479556, 37, 77, 159, 198], [2, 0.99647087, 270, 108, 201, 185]]","[[2, 1, 30, 73, 163, 214], [2, 1, 271, 99, 200, 210]]"
data/train/images/2008_006470.jpg,"[[8, 0.8599251, 37, 13, 396, 366]]","[[8, 1, 83, 13, 344, 334]]"
data/train/images/2008_006506.jpg,"[[6, 0.93256164, 45, 363, 103, 47]]","[[6, 1, 46, 365, 107, 39]]"
data/train/images/2008_006526.jpg,"[[14, 0.999841, 202, 11, 300, 316], [13, 0.98579824, 0, 169, 105, 137], [6, 0.951891, 85, 128, 46, 24], [6, 0.61553484, 116, 129, 20, 25], [6, 0.9926844, 202, 137, 44, 42]]","[[14, 1, 209, 13, 291, 320], [13, 1, 1, 176, 84, 122], [13, 1, 14, 163, 92, 89], [6, 1, 204, 141, 44, 38], [6, 1, 87, 128, 50, 27]]"
data/train/images/2008_006578.jpg,"[[11, 0.99588436, 203, 128, 84, 157]]","[[11, 1, 208, 119, 77, 177]]"
data/train/images/2008_006604.jpg,"[[0, 0.99998105, -41, 93, 553, 289]]","[[0, 1, 1, 97, 499, 278]]"
data/train/images/2008_006609.jpg,"[[14, 0.9998094, 277, -6, 227, 374], [7, 0.99218816, 43, 56, 190, 315]]","[[7, 1, 37, 71, 194, 292], [14, 1, 280, 1, 220, 362]]"
data/train/images/2008_006696.jpg,"[[8, 0.9986163, 27, 60, 231, 364]]","[[8, 1, 18, 53, 273, 369]]"
data/train/images/2008_006716.jpg,"[[14, 0.9801471, 193, 32, 201, 258], [11, 0.9897018, 14, 48, 233, 256]]","[[11, 1, 26, 43, 219, 265], [14, 1, 199, 29, 235, 261]]"
data/train/images/2008_006751.jpg,"[[15, 0.98171914, 217, 54, 270, 294]]","[[15, 1, 236, 59, 228, 288]]"
data/train/images/2008_006796.jpg,"[[14, 0.99931186, 4, 30, 220, 484], [15, 0.99291486, 156, 111, 162, 105], [8, 0.9988087, 167, 266, 126, 95], [10, 0.99978256, 153, 302, 232, 208]]","[[15, 1, 140, 99, 192, 149], [14, 1, 1, 46, 329, 454], [10, 1, 144, 284, 231, 216], [8, 1, 157, 270, 154, 97]]"
data/train/images/2008_006835.jpg,"[[16, 0.9981597, 137, 102, 193, 100], [16, 0.9984383, 101, 183, 233, 166]]","[[16, 1, 104, 184, 242, 164], [16, 1, 143, 92, 182, 123]]"
data/train/images/2008_006912.jpg,"[[12, 0.9951305, 81, 112, 416, 248], [14, 0.99876803, 208, 19, 94, 224]]","[[12, 1, 90, 103, 407, 252], [14, 1, 208, 23, 120, 221]]"
data/train/images/2008_006948.jpg,"[[17, 0.99690527, 18, 140, 210, 164], [19, 0.999484, 352, 109, 68, 50]]","[[17, 1, 21, 136, 208, 177], [19, 1, 352, 109, 65, 52]]"
data/train/images/2008_006980.jpg,"[[0, 0.989075, 315, 203, 180, 104]]","[[0, 1, 316, 214, 184, 92]]"
data/train/images/2008_006989.jpg,"[[13, 0.9954665, 258, 162, 143, 98], [6, 0.97038287, 293, 114, 39, 27], [6, 0.8699938, 79, 112, 100, 43], [14, 0.9980718, 299, 119, 67, 130]]","[[6, 1, 79, 116, 101, 38], [6, 1, 295, 117, 38, 26], [13, 1, 257, 162, 149, 98], [14, 1, 292, 119, 82, 120]]"
data/train/images/2008_007034.jpg,"[[6, 0.9999926, 14, 19, 475, 241]]","[[6, 1, 19, 24, 460, 222]]"
data/train/images/2008_007042.jpg,"[[15, 0.99437916, 33, 26, 322, 490]]","[[15, 1, 1, 20, 374, 480]]"
data/train/images/2008_007146.jpg,"[[14, 0.9946569, 92, 102, 279, 391], [11, 0.9939019, 104, 171, 138, 282], [4, 0.6484158, 122, 193, 10, 14], [4, 0.9990487, 69, 194, 11, 29], [4, 0.7913864, 90, 199, 10, 18], [4, 0.6183254, 102, 199, 10, 16], [4, 0.9949187, 109, 194, 13, 21], [4, 0.98760563, 121, 196, 13, 18], [4, 0.96606356, 33, 197, 14, 30], [14, 0.9943733, -2, 239, 75, 104]]","[[11, 1, 80, 172, 159, 268], [14, 1, 81, 107, 285, 392], [14, 1, 1, 239, 69, 110], [4, 1, 35, 193, 15, 35], [4, 1, 70, 193, 12, 29], [4, 1, 108, 198, 16, 14], [4, 1, 122, 196, 15, 16]]"
data/train/images/2008_007167.jpg,"[[6, 0.9982304, 189, 130, 281, 103], [6, 0.5188164, 218, 126, 58, 34]]","[[6, 1, 206, 131, 250, 117], [14, 1, 378, 148, 26, 27]]"
data/train/images/2008_007188.jpg,"[[2, 0.9987634, 245, 128, 50, 121]]","[[2, 1, 244, 134, 55, 112]]"
data/train/images/2008_007194.jpg,"[[8, 0.9693571, 367, 82, 119, 224], [8, 0.9852423, 42, 101, 135, 203], [8, 0.9831795, 210, 106, 126, 207]]","[[8, 1, 41, 89, 130, 223], [8, 1, 209, 92, 128, 226], [8, 1, 355, 88, 134, 216]]"
data/train/images/2008_007227.jpg,"[[6, 0.9909813, 199, 206, 65, 42]]","[[6, 1, 201, 210, 61, 39]]"
data/train/images/2008_007237.jpg,"[[14, 0.83805853, 288, 97, 43, 51], [14, 0.629151, 234, 132, 17, 22], [14, 0.52495813, 14, 140, 15, 29], [14, 0.6679141, 34, 152, 13, 17], [14, 0.9392612, 44, 155, 20, 35], [12, 0.5434051, 230, 130, 33, 82], [14, 0.9950706, 27, 154, 24, 48], [12, 0.860239, 72, 150, 37, 54], [12, 0.8109459, 234, 130, 59, 101]]","[[12, 1, 228, 132, 53, 86], [12, 1, 64, 154, 54, 50], [14, 1, 287, 100, 40, 55], [14, 1, 30, 154, 19, 50], [14, 1, 47, 156, 18, 40], [14, 1, 144, 135, 22, 27]]"
data/train/images/2008_007242.jpg,"[[19, 0.9599085, 78, 18, 146, 96], [14, 0.9883622, 139, 68, 230, 244], [14, 0.9996826, -1, 96, 130, 281], [14, 0.9990361, 334, 84, 159, 292], [4, 0.8884184, 261, 317, 33, 58]]","[[19, 1, 81, 19, 149, 93], [4, 1, 262, 321, 34, 54], [14, 1, 327, 94, 173, 260], [14, 1, 158, 65, 206, 247], [14, 1, 1, 101, 104, 274]]"
data/train/images/2008_007323.jpg,"[[6, 0.6294298, 294, 136, 17, 10], [6, 0.907717, 272, 140, 22, 13], [6, 0.7869476, 283, 140, 15, 11]]","[[6, 1, 269, 141, 29, 15]]"
data/train/images/2008_007327.jpg,"[[7, 0.9997289, 105, 7, 261, 461], [2, 0.9509929, 3, 236, 66, 131]]","[[7, 1, 116, 1, 249, 465]]"
data/train/images/2008_007332.jpg,"[[19, 0.9965457, 4, 37, 150, 250]]","[[19, 1, 1, 51, 157, 252]]"
data/train/images/2008_007348.jpg,"[[14, 0.99969035, 275, 189, 52, 83], [13, 0.95045835, 257, 223, 94, 71], [14, 0.9988677, 463, 252, 22, 66], [14, 0.9336773, 296, 300, 16, 19], [14, 0.98407865, 302, 301, 16, 17], [14, 0.999121, 417, 280, 53, 90]]","[[13, 1, 264, 228, 88, 69], [14, 1, 276, 190, 51, 73], [14, 1, 421, 277, 50, 98], [14, 1, 465, 254, 21, 67], [14, 1, 301, 300, 19, 20]]"
data/train/images/2008_007361.jpg,"[[19, 0.999323, 37, 49, 82, 55], [4, 0.9982069, 205, 144, 34, 63], [8, 0.99580973, 263, 150, 96, 217], [4, 0.8338136, 400, 260, 22, 36]]","[[4, 1, 403, 262, 20, 36], [8, 1, 264, 152, 98, 218], [4, 1, 209, 144, 29, 65], [19, 1, 37, 50, 79, 55]]"
data/train/images/2008_007425.jpg,"[[3, 0.99708116, 169, 69, 73, 134], [3, 0.9975082, 383, 73, 68, 131], [3, 0.9982797, 23, 107, 51, 99], [3, 0.99351746, 108, 162, 21, 28], [14, 0.6481773, 403, 179, 11, 9]]","[[3, 1, 389, 78, 63, 119], [3, 1, 172, 67, 73, 138], [3, 1, 29, 105, 44, 106], [3, 1, 110, 162, 21, 31]]"
data/train/images/2008_007441.jpg,"[[3, 0.9998754, 23, 114, 457, 139]]","[[3, 1, 15, 122, 469, 126]]"
data/train/images/2008_007456.jpg,"[[6, 0.99811596, 137, 235, 132, 73], [6, 0.9823595, 132, 255, 254, 124], [6, 0.68751436, 77, 250, 29, 57], [6, 0.97767854, 11, 244, 81, 90], [6, 0.991128, 2, 270, 36, 89]]","[[6, 1, 117, 261, 275, 114], [6, 1, 140, 241, 154, 74], [6, 1, 3, 250, 90, 80], [6, 1, 1, 261, 37, 99]]"
data/train/images/2008_007519.jpg,"[[11, 0.96883476, 94, 75, 130, 355]]","[[11, 1, 93, 89, 134, 326]]"
data/train/images/2008_007524.jpg,"[[12, 0.9970932, 8, 100, 130, 228], [12, 0.9854235, 119, 152, 121, 135], [12, 0.99732655, 156, 111, 212, 205], [14, 0.99802333, 411, 100, 83, 275]]","[[12, 1, 1, 95, 146, 225], [12, 1, 161, 104, 207, 228], [12, 1, 109, 163, 134, 129], [14, 1, 405, 98, 95, 277], [14, 1, 350, 7, 150, 119]]"
data/train/images/2008_007531.jpg,"[[14, 0.7445447, 12, 244, 21, 16], [14, 0.5085156, 97, 245, 21, 16], [14, 0.98636174, 8, 245, 28, 27], [14, 0.9721528, 87, 245, 28, 28], [14, 0.71984035, 163, 251, 11, 15], [14, 0.9802448, 181, 244, 27, 26], [14, 0.8298599, 192, 247, 28, 22], [14, 0.77907383, 203, 248, 24, 20], [14, 0.7632148, 212, 249, 25, 19], [14, 0.9840425, 262, 243, 23, 26], [12, 0.88542753, 7, 249, 49, 40], [12, 0.9461925, 74, 249, 53, 37], [12, 0.8323514, 160, 252, 53, 34], [12, 0.6102428, 189, 254, 53, 29], [12, 0.9505846, 229, 254, 72, 31]]","[[12, 1, 233, 251, 68, 38], [12, 1, 192, 249, 46, 39], [12, 1, 152, 250, 63, 41], [12, 1, 65, 249, 65, 42], [12, 1, 1, 248, 48, 43], [12, 1, 11, 250, 47, 39], [14, 1, 262, 247, 20, 20], [14, 1, 203, 249, 19, 21], [14, 1, 181, 247, 20, 21], [14, 1, 93, 248, 21, 20], [14, 1, 10, 246, 22, 21], [14, 1, 24, 246, 16, 12]]"
data/train/images/2008_007548.jpg,"[[7, 0.98523253, 47, 145, 303, 218]]","[[7, 1, 45, 139, 300, 234]]"
data/train/images/2008_007594.jpg,"[[2, 0.7028586, 403, 138, 25, 33], [2, 0.6436062, 0, 158, 4, 8], [2, 0.81584656, 11, 158, 8, 7], [2, 0.92210335, 16, 158, 9, 8], [2, 0.8312644, 122, 160, 15, 12], [2, 0.9906315, 174, 158, 13, 14], [2, 0.55073035, 232, 157, 5, 10], [2, 0.60950947, 252, 155, 5, 14], [2, 0.98840684, 271, 159, 10, 13], [2, 0.97304857, 462, 145, 12, 32], [2, 0.75302124, 494, 149, 5, 25], [2, 0.7256057, 0, 166, 4, 13], [2, 0.58927333, 30, 170, 8, 6], [2, 0.99161947, 45, 168, 7, 8], [2, 0.99072814, 60, 170, 7, 8], [2, 0.94850385, 65, 168, 8, 9], [2, 0.9929925, 86, 167, 9, 15], [2, 0.98946625, 105, 169, 11, 12], [2, 0.61128473, 112, 165, 12, 14], [2, 0.84150535, 145, 165, 6, 11], [2, 0.83928627, 173, 164, 11, 11], [2, 0.55570465, 181, 166, 10, 11], [2, 0.6025554, 494, 160, 4, 21], [2, 0.8616899, 0, 175, 6, 15], [2, 0.9025313, 7, 175, 10, 13], [2, 0.9913584, 29, 179, 13, 12], [2, 0.6953989, 36, 177, 10, 11], [2, 0.5458931, 48, 179, 11, 8], [2, 0.99568075, 56, 178, 9, 12], [2, 0.5829976, 110, 175, 15, 13], [2, 0.83638686, 181, 174, 11, 14], [2, 0.55749846, 0, 182, 4, 16], [2, 0.5465328, 9, 186, 14, 13], [2, 0.9925273, 13, 189, 18, 13], [2, 0.7256272, 34, 185, 11, 9], [2, 0.50390863, 49, 184, 12, 10], [2, 0.9945945, 395, 145, 47, 113], [2, 0.77812177, 89, 185, 94, 149]]","[[2, 1, 87, 187, 96, 147], [2, 1, 386, 143, 64, 117], [2, 1, 15, 191, 18, 12], [2, 1, 31, 180, 11, 14], [2, 1, 54, 179, 13, 13], [2, 1, 43, 170, 12, 10], [2, 1, 58, 170, 12, 9], [2, 1, 84, 166, 13, 16], [2, 1, 103, 174, 15, 11], [2, 1, 172, 161, 10, 10], [2, 1, 183, 157, 8, 12], [2, 1, 273, 164, 10, 9], [2, 1, 462, 147, 11, 23]]"
data/train/images/2008_007599.jpg,"[[3, 0.9988409, 36, 87, 398, 195]]","[[3, 1, 46, 90, 378, 189]]"
data/train/images/2008_007648.jpg,"[[18, 0.99782854, -4, 79, 418, 207], [14, 0.8831294, 408, 156, 21, 29], [14, 0.9874208, 416, 154, 22, 33]]","[[18, 1, 1, 52, 404, 245], [14, 1, 409, 153, 29, 36]]"
data/train/images/2008_007692.jpg,"[[14, 0.99128956, 209, 159, 143, 215], [10, 0.9737308, 344, 200, 129, 152], [10, 0.99368405, 54, 262, 255, 111], [8, 0.98924416, 396, 237, 103, 141], [14, 0.96835506, 204, 67, 58, 150], [8, 0.6493045, 451, 143, 29, 19], [8, 0.69638777, 453, 144, 46, 24], [8, 0.60571456, 399, 162, 25, 26], [8, 0.9893702, 396, 163, 41, 35], [10, 0.5418284, 448, 155, 52, 57], [10, 0.8221804, 414, 169, 81, 46], [8, 0.52868485, 471, 162, 27, 59], [8, 0.7595644, 424, 181, 62, 36], [8, 0.5216977, 472, 188, 28, 46], [8, 0.58066416, 200, 208, 50, 67], [8, 0.7308815, 327, 182, 63, 117], [8, 0.96879965, 474, 203, 23, 72], [8, 0.5697312, 187, 228, 35, 46], [8, 0.9856795, 328, 226, 66, 124], [8, 0.9896188, 354, 328, 32, 49]]","[[8, 1, 450, 144, 25, 23], [8, 1, 453, 150, 16, 18], [8, 1, 462, 163, 38, 94], [8, 1, 400, 163, 24, 34], [8, 1, 435, 182, 51, 98], [8, 1, 475, 205, 25, 17], [8, 1, 368, 195, 85, 121], [8, 1, 375, 234, 114, 141], [8, 1, 323, 191, 65, 133], [8, 1, 327, 222, 68, 128], [8, 1, 380, 239, 120, 136], [8, 1, 355, 328, 30, 47], [8, 1, 202, 366, 88, 9], [8, 1, 11, 366, 54, 9], [10, 1, 461, 152, 39, 73], [10, 1, 416, 167, 84, 97], [10, 1, 332, 202, 147, 148], [10, 1, 63, 269, 240, 106], [14, 1, 213, 160, 141, 215], [8, 1, 336, 245, 12, 30], [14, 1, 203, 69, 64, 151]]"
data/train/images/2008_007716.jpg,"[[6, 0.9986025, 3, 16, 195, 246], [14, 0.9993365, 155, 46, 136, 292], [14, 0.9850821, 296, 21, 126, 344], [13, 0.98650014, 55, 114, 254, 247]]","[[14, 1, 298, 32, 128, 335], [14, 1, 160, 47, 147, 289], [13, 1, 65, 121, 225, 247], [6, 1, 1, 1, 192, 265]]"
data/train/images/2008_007717.jpg,"[[14, 0.99160415, 112, 96, 92, 120], [14, 0.9491713, 42, 127, 136, 208], [10, 0.9984438, 141, 163, 222, 170], [14, 0.9990675, 167, 98, 62, 87], [14, 0.9963414, 276, 90, 55, 102], [14, 0.99733186, 294, 98, 75, 122], [8, 0.9332363, 54, 174, 22, 28], [4, 0.80933255, 250, 164, 14, 47], [14, 0.9763967, 320, 114, 121, 215], [8, 0.96356976, 38, 205, 67, 127], [8, 0.9941565, 401, 202, 67, 129], [8, 0.8687472, 484, 272, 17, 61]]","[[8, 1, 403, 204, 60, 129], [8, 1, 37, 206, 66, 127], [8, 1, 56, 175, 21, 30], [4, 1, 251, 168, 13, 44], [14, 1, 171, 99, 60, 82], [14, 1, 112, 98, 96, 121], [14, 1, 44, 134, 130, 199], [14, 1, 299, 120, 146, 213], [14, 1, 296, 100, 72, 114], [14, 1, 284, 88, 50, 101], [10, 1, 146, 169, 212, 164]]"
data/train/images/2008_007839.jpg,"[[2, 0.9988276, 315, 18, 111, 113]]","[[2, 1, 314, 32, 117, 97]]"
data/train/images/2008_007890.jpg,"[[16, 0.9835036, 275, 141, 112, 106], [16, 0.94016343, 137, 126, 27, 15], [16, 0.9842448, 148, 127, 39, 19], [16, 0.7766098, 164, 129, 46, 15], [16, 0.96523535, 186, 129, 24, 11], [16, 0.92432535, 227, 129, 36, 14], [16, 0.9569167, 252, 132, 25, 10], [16, 0.7815135, 103, 132, 31, 18], [16, 0.79387146, 141, 130, 34, 22], [16, 0.96049935, 159, 129, 35, 23], [16, 0.97531956, 193, 134, 45, 18], [16, 0.9906407, 223, 131, 44, 21], [16, 0.9396003, 262, 132, 41, 18], [16, 0.966714, 296, 135, 29, 14], [16, 0.9879943, 306, 136, 47, 22], [16, 0.8961875, 364, 136, 29, 14], [16, 0.52947134, 60, 134, 61, 63], [16, 0.77332073, 107, 131, 66, 69], [16, 0.98852485, 43, 137, 54, 71], [16, 0.9780606, 87, 137, 45, 73], [16, 0.99246675, 122, 139, 90, 67], [16, 0.85277003, 186, 139, 60, 70], [16, 0.9928183, 351, 138, 52, 72], [16, 0.9977948, 405, 139, 30, 67], [16, 0.9877061, 200, 146, 88, 68], [16, 0.60264087, 240, 145, 66, 74], [16, 0.7017118, 329, 145, 64, 91]]","[[16, 1, 401, 137, 33, 73], [16, 1, 225, 129, 27, 20], [16, 1, 239, 135, 27, 18], [16, 1, 270, 136, 28, 20], [16, 1, 309, 142, 41, 20], [16, 1, 189, 130, 21, 10], [16, 1, 50, 146, 39, 60], [16, 1, 36, 139, 65, 55], [16, 1, 85, 140, 41, 68], [16, 1, 108, 134, 74, 67], [16, 1, 167, 136, 35, 69], [16, 1, 145, 126, 90, 26], [16, 1, 186, 147, 101, 75], [16, 1, 259, 148, 91, 89], [16, 1, 346, 142, 48, 89], [16, 1, 286, 148, 96, 101], [16, 1, 368, 135, 23, 15], [16, 1, 302, 134, 20, 11]]"
data/train/images/2008_007914.jpg,"[[7, 0.9955252, 138, 36, 364, 249]]","[[7, 1, 143, 39, 357, 256]]"
data/train/images/2008_007977.jpg,"[[7, 0.9273696, 200, 22, 282, 238], [15, 0.99757844, 1, -2, 216, 232], [7, 0.9992855, 109, 100, 211, 233]]","[[7, 1, 109, 98, 191, 236], [7, 1, 209, 28, 270, 247], [15, 1, 1, 1, 236, 228]]"
data/train/images/2008_008020.jpg,"[[18, 0.9997158, -12, 142, 493, 151]]","[[18, 1, 1, 141, 474, 154]]"
data/train/images/2008_008031.jpg,"[[12, 0.9997798, 121, 98, 245, 195]]","[[12, 1, 117, 100, 255, 194]]"
data/train/images/2008_008075.jpg,"[[12, 0.9982006, -3, 114, 226, 397], [12, 0.9499465, 138, 95, 188, 433], [14, 0.9971127, 310, 335, 29, 83], [14, 0.99092585, 336, 351, 17, 52]]","[[12, 1, 1, 128, 218, 372], [12, 1, 174, 114, 149, 386], [14, 1, 309, 334, 28, 87], [14, 1, 336, 351, 19, 49]]"
data/train/images/2008_008105.jpg,"[[2, 0.9914182, 223, 115, 121, 127]]","[[2, 1, 233, 111, 112, 124]]"
data/train/images/2008_008302.jpg,"[[18, 0.99998164, -1, 5, 503, 230]]","[[18, 1, 1, 1, 499, 251]]"
data/train/images/2008_008310.jpg,"[[15, 0.9865765, 3, -2, 216, 347], [15, 0.95719117, -1, 244, 17, 84]]","[[15, 1, 1, 1, 211, 339], [15, 1, 1, 239, 21, 88]]"
data/train/images/2008_008321.jpg,"[[18, 0.9997692, 154, 145, 184, 90]]","[[18, 1, 150, 151, 207, 82]]"
data/train/images/2008_008347.jpg,"[[2, 0.988176, 8, 277, 105, 66], [2, 0.98623323, 202, 74, 45, 40], [2, 0.97486573, 83, 98, 50, 65], [2, 0.9609815, 123, 160, 42, 39], [2, 0.99476516, 99, 215, 81, 40]]","[[2, 1, 209, 74, 41, 41], [2, 1, 84, 98, 48, 62], [2, 1, 127, 164, 38, 42], [2, 1, 102, 217, 76, 42], [2, 1, 9, 280, 106, 65]]"
data/train/images/2008_008364.jpg,"[[18, 0.9991123, 34, 46, 430, 126], [14, 0.9899437, 55, 78, 19, 25], [14, 0.9539969, 109, 82, 19, 21], [14, 0.78388757, 378, 101, 9, 15], [14, 0.9707741, 415, 101, 10, 16], [14, 0.9871373, 422, 101, 9, 17], [14, 0.7966628, 431, 102, 8, 14], [14, 0.50321174, 356, 107, 9, 12], [14, 0.5221618, 379, 105, 6, 15], [14, 0.8684557, 478, 102, 17, 26], [14, 0.8522942, 487, 102, 12, 29], [14, 0.997098, 297, 98, 34, 59], [14, 0.9935433, 309, 111, 28, 43], [14, 0.95350647, 486, 106, 13, 57]]","[[18, 1, 48, 47, 398, 118], [14, 1, 305, 104, 33, 52], [14, 1, 320, 117, 18, 40], [14, 1, 420, 106, 7, 13], [14, 1, 428, 104, 8, 17], [14, 1, 58, 81, 16, 24], [14, 1, 112, 83, 16, 22], [14, 1, 490, 103, 10, 42]]"
data/train/images/2008_008379.jpg,"[[18, 0.9998141, 49, 36, 382, 435]]","[[18, 1, 39, 1, 397, 471]]"
data/train/images/2008_008471.jpg,"[[0, 0.9967412, 242, 295, 46, 17]]","[[0, 1, 241, 295, 47, 19]]"
data/train/images/2008_008524.jpg,"[[17, 0.8361158, 6, 173, 122, 154], [14, 0.99728316, 322, 195, 98, 118], [14, 0.9986147, 350, 60, 41, 83], [14, 0.9997208, 171, 76, 34, 95], [14, 0.9996545, 200, 71, 38, 103], [14, 0.999918, 231, 59, 50, 123], [14, 0.9999242, 384, 46, 73, 159], [14, 0.99926716, 275, 72, 48, 119], [14, 0.9978254, 309, 68, 58, 130], [14, 0.9395357, 141, 113, 31, 51], [14, 0.9990066, 113, 124, 48, 73], [14, 0.99992657, 338, 115, 63, 116], [14, 0.990396, 78, 133, 79, 93], [14, 0.88140845, 224, 154, 24, 73], [19, 0.9814317, 433, 122, 61, 128], [14, 0.9993781, 181, 143, 49, 113], [14, 0.85195106, 293, 165, 54, 70], [14, 0.9921549, 26, 129, 109, 181], [14, 0.99951255, 228, 161, 68, 120], [14, 0.99971837, 133, 157, 83, 146], [14, 0.99050766, 273, 195, 74, 121]]","[[19, 1, 429, 124, 71, 122], [17, 1, 1, 155, 189, 177], [14, 1, 348, 62, 45, 83], [14, 1, 385, 48, 77, 164], [14, 1, 314, 67, 54, 120], [14, 1, 276, 73, 43, 126], [14, 1, 231, 63, 50, 110], [14, 1, 200, 71, 40, 118], [14, 1, 171, 79, 36, 97], [14, 1, 118, 114, 55, 45], [14, 1, 117, 131, 43, 54], [14, 1, 185, 143, 45, 114], [14, 1, 228, 157, 77, 101], [14, 1, 286, 169, 67, 105], [14, 1, 330, 198, 88, 117], [14, 1, 263, 195, 89, 127], [14, 1, 205, 160, 96, 136], [14, 1, 133, 158, 80, 152], [14, 1, 29, 126, 113, 195], [14, 1, 81, 132, 73, 95]]"
data/train/images/2008_008550.jpg,"[[14, 0.9748813, 142, 69, 143, 445], [14, 0.98844206, 54, 159, 123, 325], [17, 0.91034317, 5, 290, 185, 203]]","[[17, 1, 1, 273, 184, 227], [14, 1, 48, 153, 127, 347], [14, 1, 51, 69, 253, 431]]"
data/train/images/2008_008593.jpg,"[[17, 0.5046876, -16, 49, 413, 327], [14, 0.99699193, 53, 93, 322, 392], [14, 0.98698133, 93, 26, 161, 232], [17, 0.962174, 1, 51, 234, 225], [8, 0.98803973, 211, 62, 154, 194]]","[[17, 1, 1, 52, 263, 257], [8, 1, 194, 53, 172, 188], [14, 1, 93, 18, 148, 220], [14, 1, 48, 154, 327, 346]]"
data/train/images/2008_008595.jpg,"[[2, 0.99862415, 78, 58, 200, 202]]","[[2, 1, 84, 53, 190, 181]]"
data/train/images/2008_008621.jpg,"[[17, 0.99961686, -14, 127, 349, 219], [8, 0.9932318, 304, 96, 196, 245], [15, 0.79850566, 228, 228, 89, 62], [8, 0.98722565, 439, 186, 60, 147], [15, 0.9850792, 80, 213, 77, 107]]","[[17, 1, 1, 122, 331, 239], [15, 1, 218, 229, 87, 61], [8, 1, 437, 191, 63, 137], [8, 1, 315, 105, 185, 227], [15, 1, 65, 211, 101, 117]]"
data/train/images/2008_008629.jpg,"[[1, 0.99671054, 167, 105, 303, 252], [1, 0.9991437, 33, 56, 179, 133], [1, 0.9982199, 115, 88, 250, 214], [15, 0.7812733, 61, 40, 36, 39], [14, 0.9993214, 108, -1, 37, 113], [14, 0.8178553, 194, 6, 21, 96]]","[[1, 1, 33, 55, 176, 132], [1, 1, 111, 90, 260, 223], [1, 1, 161, 109, 308, 266], [14, 1, 108, 1, 44, 112]]"
data/train/images/2008_008673.jpg,"[[18, 0.9401508, 117, 35, 244, 421], [13, 0.83312666, -2, 274, 36, 95]]","[[18, 1, 105, 1, 270, 499]]"
data/train/images/2008_008713.jpg,"[[9, 0.64823806, 187, 150, 98, 44]]","[[9, 1, 184, 148, 107, 53]]"
data/train/images/2008_008770.jpg,"[[18, 0.999974, 27, 57, 289, 433], [15, 0.88630015, 226, 74, 24, 17], [15, 0.7190854, 249, 79, 14, 10], [15, 0.91667646, 209, 98, 22, 23], [15, 0.5444569, 251, 95, 12, 23]]","[[18, 1, 1, 1, 332, 499], [15, 1, 252, 79, 15, 18], [15, 1, 229, 72, 19, 19]]"
data/train/images/2009_000029.jpg,"[[11, 0.99900514, 66, 142, 300, 351]]","[[11, 1, 1, 132, 374, 365]]"
data/train/images/2009_000109.jpg,"[[10, 0.9988013, 14, 45, 455, 283], [8, 0.93416476, 38, 76, 127, 272], [8, 0.9974233, 324, 122, 177, 237], [8, 0.998803, 184, 177, 217, 195], [8, 0.8505089, 119, 31, 95, 29]]","[[10, 1, 39, 35, 409, 340], [8, 1, 38, 88, 109, 256], [8, 1, 187, 186, 210, 189], [8, 1, 319, 123, 181, 251], [8, 1, 115, 30, 100, 30]]"
data/train/images/2009_000136.jpg,"[[19, 0.98442286, 3, 100, 75, 144]]","[[19, 1, 1, 109, 87, 131]]"
data/train/images/2009_000137.jpg,"[[18, 0.9999521, 14, 65, 472, 270], [14, 0.5150839, 8, 160, 10, 22], [14, 0.5400788, 17, 161, 10, 24], [18, 0.8253203, 434, 40, 67, 302]]","[[18, 1, 20, 53, 456, 310], [18, 1, 441, 85, 59, 212]]"
data/train/images/2009_000146.jpg,"[[2, 0.99846804, 105, 85, 121, 319]]","[[2, 1, 107, 92, 136, 309]]"
data/train/images/2009_000150.jpg,"[[7, 0.9985253, 134, 8, 211, 225]]","[[7, 1, 145, 11, 199, 220]]"
data/train/images/2009_000212.jpg,"[[10, 0.9954268, 78, 218, 201, 235], [6, 0.85658425, 262, 173, 30, 14], [6, 0.55516624, 194, 173, 30, 22], [6, 0.56027734, 255, 174, 32, 21], [8, 0.9893691, 68, 212, 92, 199], [8, 0.9928119, 143, 206, 80, 212], [8, 0.9929521, 213, 206, 92, 213]]","[[8, 1, 217, 221, 81, 193], [8, 1, 159, 215, 60, 170], [8, 1, 72, 222, 81, 189], [8, 1, 141, 238, 85, 214], [10, 1, 88, 226, 203, 209], [6, 1, 194, 192, 74, 34], [6, 1, 190, 177, 37, 28], [6, 1, 254, 172, 44, 25]]"
data/train/images/2009_000233.jpg,"[[13, 0.9997099, 19, 23, 435, 346]]","[[13, 1, 17, 34, 412, 335]]"
data/train/images/2009_000244.jpg,"[[18, 0.99445456, 57, 109, 376, 102]]","[[18, 1, 54, 113, 360, 106]]"
data/train/images/2009_000300.jpg,"[[17, 0.9796297, 45, 27, 450, 287], [10, 0.97297335, -7, 80, 523, 250], [8, 0.8987237, 0, 84, 32, 40]]","[[10, 1, 1, 78, 499, 255], [17, 1, 94, 1, 406, 208]]"
data/train/images/2009_000354.jpg,"[[1, 0.9999032, -10, -6, 526, 364]]","[[1, 1, 1, 1, 499, 374]]"
